offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q3_balance,range,max,min
No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,No,935.75,1700.0,1398.0,1700.0,302.0
No,Points,Postcard,Low,1,No,Low,1,1,1,Yes,1058.5,1595.0,1405.0,1595.0,190.0
No,Points,Letter,Medium,1,No,Medium,3,1,3,Yes,855.0,864.0,201.0,959.0,758.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,2,5,No,1263.0,1094.0,703.0,1650.0,947.0
No,Cash Back,Letter,Medium,2,No,Medium,1,1,6,Yes,1094.25,918.0,1164.0,1613.0,449.0
No,Air Miles,Postcard,High,1,No,High,2,1,2,No,228.25,15.0,355.0,370.0,15.0
No,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,1265.0,1989.0,1310.0,1989.0,679.0
Yes,Air Miles,Postcard,Medium,1,No,Low,4,1,4,No,1034.0,911.0,1285.0,1720.0,435.0
No,Points,Postcard,Medium,1,No,Low,2,2,2,Yes,1210.25,1184.0,1200.0,1731.0,531.0
No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,1150.5,885.0,1495.0,1989.0,494.0
No,Points,Postcard,Low,2,No,Medium,2,1,3,Yes,691.5,512.0,430.0,942.0,512.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1296.25,2239.0,1901.0,2239.0,338.0
No,Points,Letter,Medium,1,No,Medium,2,2,3,Yes,690.5,759.0,252.0,759.0,507.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1161.25,1254.0,1526.0,1958.0,432.0
No,Cash Back,Letter,Low,1,Yes,Low,3,1,1,Yes,874.25,963.0,310.0,987.0,677.0
No,Cash Back,Postcard,Low,1,No,High,2,1,2,Yes,1272.75,1838.0,1197.0,1838.0,641.0
No,Air Miles,Letter,Low,2,No,Low,1,1,3,No,1028.75,925.0,1614.0,1729.0,115.0
No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,No,677.25,622.0,405.0,958.0,553.0
No,Air Miles,Postcard,High,1,No,Low,3,1,4,No,1053.25,1556.0,1162.0,1556.0,394.0
No,Points,Postcard,Low,1,No,High,1,1,3,No,1022.0,1109.0,1212.0,1734.0,522.0
No,Points,Letter,Medium,1,No,Medium,3,2,3,Yes,1024.0,1112.0,473.0,1241.0,768.0
Yes,Points,Postcard,High,2,No,Low,1,1,1,Yes,887.25,521.0,1479.0,1709.0,230.0
No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,No,1163.25,1643.0,1773.0,1867.0,94.0
No,Points,Letter,High,1,No,Low,2,1,3,No,139.0,4.0,244.0,248.0,4.0
No,Points,Letter,Medium,1,No,High,4,1,3,Yes,1164.5,1385.0,966.0,1705.0,739.0
Yes,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,Yes,984.0,1111.0,762.0,1414.0,652.0
No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,735.75,832.0,364.0,941.0,577.0
No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1176.0,1655.0,1413.0,1655.0,242.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,2,5,No,1504.5,2232.0,1303.0,2232.0,929.0
Yes,Points,Postcard,Low,2,No,Low,4,1,3,Yes,881.25,950.0,273.0,950.0,677.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1168.5,972.0,1696.0,2162.0,466.0
Yes,Cash Back,Letter,Low,2,No,Low,3,2,3,Yes,1107.5,1396.0,1358.0,1545.0,187.0
No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,129.75,23.0,332.0,355.0,23.0
No,Points,Postcard,Low,1,No,High,3,2,1,No,1033.75,956.0,1542.0,1959.0,417.0
No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,742.25,837.0,188.0,837.0,649.0
No,Cash Back,Postcard,Medium,2,No,High,2,1,3,Yes,1423.25,1726.0,811.0,1726.0,915.0
No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,Yes,239.25,415.0,397.0,415.0,18.0
No,Points,Postcard,Medium,1,No,High,2,1,3,No,1143.75,866.0,932.0,1798.0,866.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,828.0,889.0,413.0,979.0,566.0
No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,No,873.25,616.0,1610.0,1658.0,48.0
No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,734.0,941.0,381.0,941.0,560.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,661.25,537.0,262.0,799.0,537.0
No,Points,Postcard,High,1,No,High,1,1,3,Yes,1159.25,1807.0,1757.0,1807.0,50.0
No,Points,Postcard,Medium,1,Yes,Medium,3,1,2,No,1005.5,945.0,1756.0,1875.0,119.0
Yes,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,896.25,697.0,1601.0,1688.0,87.0
No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,1101.75,1792.0,1193.0,1792.0,599.0
No,Cash Back,Postcard,Low,1,Yes,Low,2,1,4,No,278.0,136.0,404.0,485.0,81.0
No,Points,Letter,Medium,2,Yes,Medium,3,1,5,No,715.25,715.0,340.0,855.0,515.0
No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,1611.5,1681.0,139.0,1681.0,1542.0
No,Points,Letter,High,2,No,High,2,1,3,No,914.25,722.0,1270.0,1588.0,318.0
No,Points,Letter,High,3,No,Low,1,1,4,Yes,253.25,368.0,389.0,417.0,28.0
No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,1035.25,541.0,1458.0,1943.0,485.0
No,Air Miles,Letter,Low,2,Yes,Medium,1,1,2,No,1261.75,1347.0,900.0,1642.0,742.0
No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,275.5,155.0,247.0,402.0,155.0
No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,755.5,966.0,428.0,966.0,538.0
No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,1295.25,1860.0,841.0,1860.0,1019.0
Yes,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,2,Yes,944.5,1350.0,694.0,1350.0,656.0
No,Cash Back,Letter,Medium,1,No,High,2,2,2,Yes,1148.25,915.0,1610.0,1901.0,291.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,172.75,388.0,362.0,388.0,26.0
No,Points,Postcard,Medium,2,No,High,3,1,4,Yes,756.0,629.0,1015.0,1234.0,219.0
No,Air Miles,Postcard,High,2,No,Low,1,1,4,Yes,1486.75,1203.0,510.0,1713.0,1203.0
No,Points,Postcard,Low,1,Yes,Low,1,1,5,No,1076.0,1447.0,716.0,1447.0,731.0
No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,Yes,1094.0,1493.0,819.0,1493.0,674.0
No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,287.25,475.0,475.0,475.0,0.0
Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,916.5,643.0,1564.0,1657.0,93.0
No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,1376.75,1557.0,890.0,1852.0,962.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,648.75,634.0,106.0,713.0,607.0
No,Points,Postcard,Medium,1,No,High,1,1,4,No,1007.0,945.5,329.0,1032.0,703.0
No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,683.25,554.0,305.0,859.0,554.0
No,Points,Letter,Medium,1,No,Low,1,1,5,No,979.25,692.0,1625.0,1869.0,244.0
No,Cash Back,Postcard,High,1,No,High,2,2,4,No,913.75,876.0,1033.0,1561.0,528.0
No,Air Miles,Letter,Medium,1,Yes,High,4,1,3,Yes,755.25,923.0,309.0,923.0,614.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,1000.75,742.0,1605.0,1749.0,144.0
No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1107.0,871.0,913.0,1769.0,856.0
No,Points,Letter,Medium,1,No,High,2,1,5,Yes,762.25,849.0,349.0,879.0,530.0
No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1223.5,522.0,1659.0,2181.0,522.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,2,Yes,932.5,1072.0,1491.0,1676.0,185.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,967.75,896.0,1179.0,1503.0,324.0
No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,222.75,139.0,369.0,391.0,22.0
No,Points,Postcard,Medium,2,No,Low,1,2,2,No,1003.75,945.0,839.0,1482.0,643.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1221.0,1063.0,1145.0,2009.0,864.0
No,Cash Back,Postcard,High,3,No,Low,1,1,4,Yes,915.5,1254.0,640.0,1254.0,614.0
No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,984.25,770.0,1536.0,1765.0,229.0
No,Cash Back,Letter,Medium,1,Yes,High,2,1,2,Yes,1266.5,2012.0,1365.0,2012.0,647.0
No,Points,Postcard,High,2,No,Medium,2,1,4,Yes,899.5,705.0,1506.0,1678.0,172.0
No,Cash Back,Postcard,High,1,No,Medium,3,1,2,No,1224.5,1005.0,752.0,1619.0,867.0
Yes,Points,Postcard,Low,1,No,Low,2,1,5,No,1735.25,1902.0,276.0,1902.0,1626.0
No,Cash Back,Letter,Medium,2,No,High,1,2,4,Yes,1057.75,582.0,1231.0,1813.0,582.0
No,Points,Letter,Low,1,No,High,4,1,2,Yes,1196.25,1581.0,1188.0,1611.0,423.0
No,Cash Back,Letter,Medium,1,No,Medium,2,2,5,Yes,219.5,143.0,312.0,452.0,140.0
No,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,1113.25,909.0,1126.0,1622.0,496.0
No,Points,Letter,Medium,2,Yes,High,2,1,4,Yes,969.25,1008.0,627.0,1201.0,574.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,5,Yes,823.25,1520.0,1463.0,1520.0,57.0
Yes,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,992.25,1357.0,1075.0,1533.0,458.0
No,Cash Back,Postcard,Medium,3,No,Low,2,2,4,No,750.75,930.0,358.0,930.0,572.0
No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1101.75,1093.0,706.0,1535.0,829.0
No,Air Miles,Postcard,High,1,No,Low,3,1,3,No,756.75,967.0,1356.0,1493.0,137.0
No,Points,Letter,High,1,No,Low,1,1,5,Yes,1092.0,923.0,1365.0,1783.0,418.0
No,Points,Letter,Medium,2,No,Medium,3,1,4,Yes,1072.0,830.0,1327.0,1783.0,456.0
No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,910.25,1480.0,1607.0,1674.0,67.0
No,Points,Letter,Medium,1,No,Medium,3,1,5,Yes,884.5,1213.0,1107.0,1353.0,246.0
No,Points,Postcard,Low,1,No,Medium,3,1,6,Yes,1007.75,764.0,1176.0,1661.0,485.0
No,Points,Letter,High,2,Yes,High,2,1,3,Yes,1069.0,1082.0,644.0,1312.0,668.0
No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,257.5,44.0,419.0,463.0,44.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1095.25,1441.0,1124.0,1441.0,317.0
No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1157.5,1630.0,709.0,1630.0,921.0
No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,No,1015.75,821.0,1839.0,1914.0,75.0
No,Air Miles,Postcard,Low,2,No,High,2,1,4,No,986.5,672.0,1540.0,1789.0,249.0
No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,Yes,962.0,1574.0,1247.0,1574.0,327.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,940.75,681.0,1560.0,1575.0,15.0
No,Cash Back,Postcard,High,2,Yes,Medium,1,1,3,No,1049.75,529.0,1500.0,1995.0,495.0
No,Points,Postcard,Low,2,No,High,1,1,3,Yes,708.75,795.0,472.0,982.0,510.0
No,Air Miles,Postcard,Low,2,No,High,4,1,4,No,1170.25,1411.0,1328.0,1672.0,344.0
No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1255.5,1192.0,296.0,1442.0,1146.0
No,Air Miles,Letter,Low,1,No,High,1,1,3,No,1246.0,2040.0,1495.0,2040.0,545.0
No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,911.5,493.0,1930.0,2121.0,191.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,885.75,435.0,1326.0,1719.0,393.0
No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1101.25,1449.0,821.0,1449.0,628.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1018.75,735.0,1052.0,1506.0,454.0
No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1506.0,2039.0,1625.0,2039.0,414.0
No,Points,Letter,High,1,Yes,High,1,1,3,No,922.0,1176.0,1070.0,1214.0,144.0
No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1157.75,1990.0,1767.0,1990.0,223.0
Yes,Points,Postcard,Medium,1,No,High,2,1,3,No,1028.75,806.0,1392.0,1734.0,342.0
No,Points,Postcard,Medium,1,Yes,Low,2,1,2,No,1233.0,514.0,1513.0,2027.0,514.0
No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1749.25,1922.0,300.0,1922.0,1622.0
No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,946.25,1188.0,1144.0,1434.0,290.0
No,Points,Letter,High,1,No,Low,2,1,2,Yes,1762.0,1763.0,56.0,1790.0,1734.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1180.0,1364.0,1227.0,1661.0,434.0
No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,898.5,428.0,895.0,1323.0,428.0
No,Cash Back,Letter,High,2,No,High,2,2,4,Yes,984.0,1263.0,741.0,1263.0,522.0
No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1100.5,534.0,1170.0,1704.0,534.0
No,Points,Letter,High,1,No,High,1,2,3,Yes,765.25,830.0,1343.0,1469.0,126.0
No,Air Miles,Letter,Medium,2,No,Low,2,1,4,Yes,1076.75,2026.0,1546.0,2026.0,480.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,970.0,807.0,1779.0,1828.0,49.0
No,Air Miles,Postcard,Medium,3,No,High,1,2,4,Yes,1206.0,572.0,1208.0,1780.0,572.0
No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292.0,433.0,391.0,471.0,80.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1001.0,890.0,1194.0,1640.0,446.0
No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,920.25,881.0,1350.0,1411.0,61.0
No,Points,Letter,Medium,1,No,High,2,2,1,Yes,925.75,1524.0,963.0,1524.0,561.0
No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,673.75,681.0,251.0,776.0,525.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,996.25,829.0,1354.0,1650.0,296.0
No,Air Miles,Letter,Low,2,Yes,Medium,2,1,5,Yes,246.0,259.0,113.0,284.0,171.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1135.25,1059.0,1380.0,1724.0,344.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,929.0,2004.0,1745.0,2004.0,259.0
No,Points,Letter,High,2,No,High,2,1,3,Yes,1241.0,1291.0,1020.0,1709.0,689.0
No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,790.75,1313.0,1122.0,1313.0,191.0
Yes,Cash Back,Postcard,Low,1,No,Low,2,1,4,No,1364.75,1390.0,1727.0,2180.0,453.0
No,Points,Postcard,High,1,No,High,3,2,3,Yes,785.5,928.0,307.0,940.0,633.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1074.25,2004.0,1458.0,2004.0,546.0
No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041.0,1873.0,1161.0,1873.0,712.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097.0,2168.0,2016.0,2168.0,152.0
No,Points,Letter,Medium,1,No,High,4,1,2,Yes,1130.0,985.0,1662.0,1867.0,205.0
No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,1186.75,1640.0,1315.0,1851.0,536.0
No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1058.5,1352.0,1418.0,1788.0,370.0
No,Air Miles,Letter,Medium,1,No,Low,3,1,4,No,1048.75,1817.0,1638.0,1817.0,179.0
No,Points,Letter,High,1,No,Low,2,1,3,No,1036.0,1367.0,1443.0,1600.0,157.0
Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,841.75,1225.0,669.0,1225.0,556.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,753.75,568.0,421.0,989.0,568.0
No,Points,Letter,Low,1,No,High,3,2,4,No,1009.0,1607.0,1148.0,1607.0,459.0
No,Points,Postcard,High,1,No,Medium,2,1,1,No,1340.0,1501.0,1156.0,1969.0,813.0
No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,782.75,642.0,265.0,907.0,642.0
No,Air Miles,Letter,High,2,No,Low,4,1,3,Yes,1162.25,1074.0,1587.0,1911.0,324.0
No,Points,Letter,Medium,2,No,High,3,1,3,Yes,250.5,242.0,96.0,316.0,220.0
No,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75,1300.0,1207.0,1300.0,93.0
No,Points,Postcard,High,1,No,High,2,1,3,No,1233.5,1755.0,1542.0,1767.0,225.0
No,Points,Letter,Medium,1,No,Medium,3,1,2,No,1778.75,1847.0,324.0,1899.0,1575.0
No,Air Miles,Postcard,Low,2,No,Low,2,1,3,Yes,954.75,1298.0,866.0,1298.0,432.0
Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,No,1327.25,1183.0,1010.0,1873.0,863.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,966.0,1960.0,1487.0,1960.0,473.0
No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,1028.25,1554.0,1489.0,1638.0,149.0
No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,795.5,849.0,354.0,948.0,594.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1171.75,1146.0,882.0,1479.0,597.0
No,Cash Back,Postcard,Low,1,Yes,Low,1,2,5,No,686.0,702.0,217.0,787.0,570.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1094.25,951.0,994.0,1781.0,787.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,107.75,208.0,180.0,208.0,28.0
No,Air Miles,Letter,High,1,Yes,Low,2,2,3,Yes,962.5,468.0,1136.0,1604.0,468.0
No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,783.75,530.0,377.0,907.0,530.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1255.75,1710.0,779.0,1710.0,931.0
No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1255.75,681.0,1189.0,1870.0,681.0
No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25,912.0,1201.0,1612.0,411.0
No,Points,Letter,Medium,2,No,High,2,1,5,Yes,821.25,892.0,116.0,892.0,776.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25,566.0,267.0,767.0,500.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1154.0,1985.0,1841.0,1985.0,144.0
No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,997.25,559.0,1533.0,1924.0,391.0
No,Points,Postcard,High,1,Yes,Low,1,2,5,Yes,1106.25,964.0,1212.0,1665.0,453.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,179.5,20.0,405.0,425.0,20.0
No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,946.75,554.0,1430.0,1615.0,185.0
No,Points,Letter,Low,1,No,High,1,1,4,No,1096.25,1533.0,829.0,1533.0,704.0
No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,279.0,245.0,153.0,363.0,210.0
No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,285.0,457.0,386.0,457.0,71.0
No,Air Miles,Postcard,Medium,1,Yes,High,3,2,3,Yes,1100.5,1310.0,1494.0,1668.0,174.0
Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1034.75,902.0,1284.0,1612.0,328.0
No,Cash Back,Letter,High,1,Yes,Medium,1,1,4,No,1113.25,1263.0,979.0,1543.0,564.0
No,Air Miles,Postcard,High,1,Yes,High,2,1,4,No,1262.25,1550.0,1977.0,2113.0,136.0
No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1159.0,1584.0,1285.0,1698.0,413.0
No,Points,Letter,Medium,1,No,Medium,1,1,3,No,980.0,597.0,1345.0,1638.0,293.0
No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,1085.5,2158.0,2108.0,2158.0,50.0
No,Cash Back,Letter,Low,2,No,High,1,1,2,No,812.25,548.0,1033.0,1273.0,240.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,237.75,87.0,294.0,381.0,87.0
No,Cash Back,Postcard,Low,1,No,Low,3,1,3,No,1055.5,833.0,898.0,1480.0,582.0
No,Cash Back,Postcard,Low,1,No,Medium,2,2,2,Yes,941.25,1484.0,1035.0,1484.0,449.0
No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1005.0,777.0,1350.0,1757.0,407.0
No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1066.25,1590.0,1102.0,1590.0,488.0
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1452.25,1663.0,962.0,1753.0,791.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,137.0,78.0,196.0,251.0,55.0
No,Points,Postcard,High,2,No,Low,3,1,3,No,781.0,692.0,409.0,970.0,561.0
No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75,1115.0,1033.0,1287.0,254.0
No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,1135.0,1475.0,1336.0,1695.0,359.0
No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25,1605.0,1591.0,1826.0,235.0
No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1191.5,842.0,1348.0,2114.0,766.0
Yes,Cash Back,Letter,Medium,1,No,Low,3,1,4,No,938.25,1201.0,1648.0,1785.0,137.0
No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,794.75,879.0,419.0,955.0,536.0
No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,983.25,540.0,687.0,1227.0,540.0
No,Points,Letter,Medium,1,Yes,Low,1,1,4,No,672.5,832.0,325.0,832.0,507.0
No,Points,Postcard,Medium,1,No,High,3,1,5,No,956.25,617.0,1103.0,1514.0,411.0
No,Points,Postcard,Low,1,No,Medium,2,1,5,No,1179.0,978.0,1201.0,1744.0,543.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168.0,871.0,1344.0,1954.0,610.0
No,Points,Postcard,High,1,No,High,3,1,4,Yes,974.0,2115.0,1817.0,2115.0,298.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1071.75,1778.0,1417.0,1778.0,361.0
No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1164.5,490.0,1262.0,1752.0,490.0
No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,806.75,909.0,334.0,936.0,602.0
Yes,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1054.75,446.0,918.0,1364.0,446.0
No,Cash Back,Letter,High,2,No,Low,1,1,2,No,1229.5,662.0,1355.0,2017.0,662.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1122.0,2186.0,1557.0,2186.0,629.0
No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,832.25,731.0,151.0,882.0,731.0
No,Points,Letter,Medium,1,No,High,1,3,1,No,822.0,640.0,345.0,985.0,640.0
No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,751.0,719.0,364.0,975.0,611.0
No,Air Miles,Postcard,High,1,No,Medium,3,2,4,No,1449.5,2103.0,1403.0,2103.0,700.0
No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1018.75,1255.0,1151.0,1568.0,417.0
No,Cash Back,Postcard,High,1,No,Medium,2,1,2,No,1262.75,1547.0,943.0,1614.0,671.0
No,Cash Back,Letter,High,2,No,Medium,3,1,6,Yes,1388.0,1380.0,1026.0,1813.0,787.0
No,Cash Back,Postcard,High,1,Yes,Medium,3,1,5,Yes,770.0,748.0,331.0,962.0,631.0
No,Points,Letter,Low,2,No,High,2,1,3,Yes,1357.25,1832.0,958.0,1832.0,874.0
No,Points,Letter,Medium,2,No,High,3,1,5,Yes,1131.5,1618.0,1208.0,1618.0,410.0
No,Air Miles,Letter,Medium,1,Yes,Low,2,1,3,No,831.5,1234.0,658.0,1234.0,576.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,No,1032.75,765.0,1404.0,1858.0,454.0
No,Air Miles,Letter,Low,1,No,Low,3,1,2,No,288.25,125.0,320.0,445.0,125.0
No,Points,Letter,Medium,1,No,Low,2,2,4,No,709.0,906.0,452.0,906.0,454.0
Yes,Points,Postcard,Medium,1,No,High,1,1,2,Yes,612.75,797.0,284.0,797.0,513.0
No,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1220.0,1974.0,1672.0,1974.0,302.0
No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,1153.75,1194.0,1525.0,2023.0,498.0
No,Air Miles,Postcard,High,2,Yes,High,3,1,3,Yes,1045.5,1599.0,1278.0,1599.0,321.0
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1083.0,1259.0,637.0,1422.0,785.0
No,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,1070.75,877.0,1310.0,1786.0,476.0
No,Cash Back,Letter,Low,2,No,Low,2,2,3,Yes,886.25,566.0,977.0,1474.0,497.0
No,Cash Back,Letter,Low,2,No,Low,1,1,3,No,259.0,5.0,467.0,472.0,5.0
Yes,Points,Postcard,Low,1,No,Low,2,1,1,No,1215.75,2023.0,1632.0,2023.0,391.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,258.75,344.0,266.0,376.0,110.0
No,Air Miles,Postcard,High,2,No,High,4,1,4,Yes,1056.25,1437.0,1095.0,1565.0,470.0
No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,845.0,589.0,1247.0,1480.0,233.0
No,Cash Back,Letter,Medium,1,Yes,High,1,2,4,Yes,444.75,494.0,192.0,495.0,303.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,663.0,571.0,324.0,840.0,516.0
No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,820.0,686.0,367.0,991.0,624.0
No,Points,Letter,Medium,2,No,High,1,1,3,No,947.75,838.0,1717.0,1805.0,88.0
No,Cash Back,Letter,Medium,1,No,Low,2,2,3,No,1466.75,2261.0,2220.0,2261.0,41.0
No,Air Miles,Postcard,Low,1,No,Low,3,1,5,No,1405.0,2042.0,1139.0,2042.0,903.0
No,Points,Postcard,Low,2,No,Low,2,1,4,No,1687.25,1827.0,313.0,1827.0,1514.0
No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,977.75,1300.0,1448.0,1510.0,62.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1293.5,976.0,1336.0,1933.0,597.0
